1,1,1
2,2,2
3,3,3
4,4,4
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
12,12,12
13,13,13
14,14,14
15,15,15
16,16,16
17,17,17
18,18,18
19,19,19
20,20,20
21,21,21
22,22,22
23,23,23
24,24,24
25,25,25
26,26,26
27,27,27
28,28,28
29,29,29
30,30,30
31,31,31
32,32,32
33,33,33
34,34,34
35,35,35
36,36,36
37,37,37
38,38,38
39,39,39
40,40,40
41,41,41
42,42,42
43,43,43
44,44,44
45,45,45
46,46,46
47,47,47
48,48,48
49,49,49
50,50,50
51,1,51
52,2,52
53,3,53
54,4,54
55,5,55
56,6,56
57,7,57
58,8,58
59,9,59
60,10,60
61,11,61
62,12,62
63,13,63
64,14,64
65,15,65
66,16,66
67,17,67
68,18,68
69,19,69
70,20,70
71,21,71
72,22,72
73,23,73
74,24,74
75,25,75
76,26,76
77,27,77
78,28,78
79,29,79
80,30,80
81,31,1
82,32,2
83,33,3
84,34,4
85,35,5
86,36,6
87,37,7
88,38,8
89,39,9
90,40,10
91,41,11
92,42,12
93,43,13
94,44,14
95,45,15
96,46,16
97,47,17
98,48,18
99,49,19
100,50,20
